type,rating_category,Duration_Category,movie_age,country_category,Directors,Title_Words,Content Age
TV Show,Adult,Series(X Seasons),7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Very Long,7,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Short,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),10,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Epic,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,6,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),20,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,6,India,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),8,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,11,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Short,6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,12,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Short,6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,24,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Very Long,20,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,7,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,22,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Very Long,22,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,22,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,7,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Very Long,20,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Long,9,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,7,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,6,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Adult,Very Long,11,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,12,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,6,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),7,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,South Korea,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Short,6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Very Long,7,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Epic,6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),8,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),10,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),8,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Epic,6,India,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),8,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,South Korea,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Short,6,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Adult,Very Long,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,6,India,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Adult,Medium,10,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Short,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,9,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),12,South Korea,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,8,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Medium,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),8,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Very Long,6,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),7,Japan,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,8,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Very Long,17,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Very Long,7,India,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,8,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,India,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Short,6,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),18,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),6,Japan,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,11,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,9,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,9,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,9,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Long,9,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,6,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Long,7,India,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,Japan,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,11,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,8,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,19,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,14,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,13,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,17,United States,Other Directors,6-10 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,7,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),7,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,United Kingdom,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,18,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Very Long,9,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,9,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Very Long,8,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,8,Other Countries,Cathy Garcia-Molina,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Short,6,Other Countries,Other Directors,6-10 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),8,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),7,United States,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Long,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,7,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,13,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Very Long,11,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,10,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Very Long,10,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),9,United States,Other Directors,6-10 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),9,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),8,South Korea,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,6,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Very Long,10,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,14,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,7,Japan,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Epic,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Medium,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Adult,Long,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,India,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Family-friendly,Series(X Seasons),6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Adult,Series(X Seasons),6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
TV Show,Teen/Young Adult,Series(X Seasons),6,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,11,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Long,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Family-friendly,Medium,13,United States,Other Directors,1-5 Words,New Releases (0-5 years)
Movie,Teen/Young Adult,Very Long,7,Other Countries,Other Directors,1-5 Words,New Releases (0-5 years)
